,TravelMotives,Population,TravelModes,RegionCharacteristics,Periods,Trip in a year,Km travelled in a year,Hours travelled in a year,UserId
1022,2030240,A048710,A018986,PV27    ,2020JJ00,       .,       .,       .,2007
1023,2030190,A048710,A018981,PV30    ,2021JJ00,       .,       .,       .,2661
1024,2030210,A048709,A048583,PV28    ,2020JJ00,       3,      63,     1.4,1636
1025,2030170,A048710,A018982,,2022JJ00,       8,     120,     5.7,2700
1026,2030210,A048710,T001093,PV24    ,2018JJ00,      92,     996,    36.6,219
1027,2030220,A048709,A018986,PV29    ,2019JJ00,       .,       .,       .,2789
1028,2030240,A048709,A018982,PV31    ,2021JJ00,       .,       .,       .,183
1029,2030250,A048709,A018982,PV23    ,2021JJ00,       .,       .,       .,1646
1030,2030240,A048710,T001093,PV25    ,2021JJ00,     126,    1015,   119.9,1760
1031,2030170,A048710,T001093,PV23    ,2018JJ00,     209,    3990,    95.9,1841
1032,2030220,A048709,A018985,PV29    ,2022JJ00,       .,       .,       .,1244
1033,2030220,A048709,A048583,PV21    ,2022JJ00,      42,    1151,    26.4,130
1034,2030210,A048710,A018981,PV28    ,2022JJ00,       3,     105,     3.7,2594
1035,2030250,A048710,A048584,PV20    ,2020JJ00,       .,       .,       .,3336
1036,2030210,A048709,A018985,PV20    ,2019JJ00,       .,       .,       .,93
1037,2820740,A048709,A018986,PV21    ,2022JJ00,       .,       .,       .,2800
1038,2030250,A048710,A048583,PV24    ,2020JJ00,      63,     966,    20.2,2030
1039,2030170,A048710,A048584,PV22    ,2021JJ00,       .,       .,       .,2099
1040,2030240,A048710,A048583,PV21    ,2022JJ00,       .,       .,       .,1906
1041,2030250,A048710,A048584,PV31    ,2019JJ00,      13,       .,     5.0,2456
1042,2030190,A048709,A048583,PV29    ,2020JJ00,       .,       .,       .,3073
1043,2030170,A048709,T001093,PV31    ,2018JJ00,     209,    3528,    85.1,1005
1044,2030250,A048709,A048583,PV30    ,2018JJ00,      63,     674,    17.7,3515
1045,2030240,A048709,A018981,PV26    ,2020JJ00,       .,       .,       .,688
1046,2820740,A048710,T001093,PV30    ,2019JJ00,      39,    1071,    21.8,768
1047,2030190,A048710,A018984,PV29    ,2018JJ00,       .,       .,       .,815
1048,2030240,A048710,A018981,PV21    ,2022JJ00,       .,       .,       .,2685
1049,2820740,A048709,A048583,PV31    ,2019JJ00,      23,     535,    10.4,2758
1050,2030240,A048710,T001093,PV23    ,2018JJ00,      69,     543,    67.3,1037
1051,2030190,A048710,T001093,PV28    ,2018JJ00,      31,     268,    11.0,1580
1052,2030220,A048709,A018985,PV30    ,2022JJ00,      14,      18,     3.4,1457
1053,2030190,A048709,A018984,PV25    ,2020JJ00,       7,      22,     1.8,2972
1054,2030250,A048709,A018981,PV27    ,2022JJ00,       .,       .,       .,2569
1055,2030190,A048710,A018984,PV23    ,2019JJ00,       .,       .,       .,2441
1056,2030190,A048709,A018981,PV29    ,2019JJ00,       .,       .,       .,588
1057,2820740,A048709,A048584,PV28    ,2018JJ00,       .,       .,       .,2411
1058,2820740,A048709,A018982,PV21    ,2018JJ00,       .,       .,       .,2233
1059,2030210,A048709,T001093,PV21    ,2019JJ00,      49,     801,    26.8,916
1060,2030200,A048709,A018986,PV20    ,2019JJ00,       .,       .,       .,1012
1061,2030250,A048710,A018985,PV28    ,2021JJ00,      20,      19,     4.2,2120
1062,2030190,A048709,A018982,PV22    ,2021JJ00,       .,       .,       .,1802
1063,2030210,A048710,A018985,PV23    ,2019JJ00,       .,       .,       .,2215
1064,2820740,A048710,A018982,PV28    ,2018JJ00,       .,       .,       .,790
1065,2030170,A048709,A018982,,2020JJ00,       .,       .,       .,805
1066,2030190,A048710,T001093,PV31    ,2020JJ00,      30,     258,     9.2,1621
1067,2030170,A048710,A018981,PV25    ,2021JJ00,       .,       .,       .,775
1068,2030200,A048709,A018982,PV26    ,2021JJ00,       .,       .,       .,2003
1069,2030190,A048710,A018985,PV29    ,2018JJ00,       .,       .,       .,2696
1070,2030230,A048710,A018986,PV20    ,2018JJ00,       .,       .,       .,1146
1071,2030220,A048709,A018985,PV22    ,2019JJ00,       .,       .,       .,1166
1072,2030250,A048709,A018981,PV20    ,2018JJ00,       .,       .,       .,2498
1073,2030200,A048709,A018984,PV24    ,2019JJ00,      48,      92,     8.7,568
1074,2030200,A048709,A048584,PV26    ,2019JJ00,      20,     202,     6.3,790
1075,2030200,A048710,A018986,PV21    ,2021JJ00,       .,       .,       .,3400
1076,2820740,A048709,A018985,PV28    ,2019JJ00,       2,       4,       .,809
1077,2030170,A048709,A018981,PV27    ,2022JJ00,       9,     321,     9.9,447
1078,2820740,A048710,A018985,PV20    ,2018JJ00,       .,       .,       .,2977
1079,2030250,A048709,T001093,PV31    ,2021JJ00,     112,     963,    33.5,1855
1080,2030240,A048710,A018985,PV21    ,2019JJ00,      43,     158,    36.5,1736
1081,2820740,A048709,A018981,PV20    ,2018JJ00,       .,       .,       .,3288
1082,2030200,A048709,A018981,PV28    ,2018JJ00,       .,       .,       .,3392
1083,2030240,A048710,A018986,PV22    ,2018JJ00,       .,       .,       .,1033
1084,2030170,A048709,A018981,PV25    ,2019JJ00,       9,     358,    10.4,2687
1085,2820740,A048710,A018986,PV20    ,2018JJ00,       .,       .,       .,2740
1086,2030170,A048710,T001093,PV28    ,2022JJ00,     144,    2341,    72.4,3029
1087,2030170,A048709,A048583,PV27    ,2022JJ00,      62,    1523,    32.2,1130
1088,2030230,A048709,A018982,PV22    ,2018JJ00,       .,       .,       .,2657
1089,2030190,A048710,T001093,PV20    ,2019JJ00,      33,     271,    10.2,2642
1090,2030200,A048710,A018981,PV30    ,2021JJ00,       .,       .,       .,2637
1091,2030190,A048709,T001093,PV30    ,2020JJ00,      29,     251,     8.0,831
1092,2030220,A048709,A018981,PV20    ,2019JJ00,       .,       .,       .,1995
1093,2030250,A048709,A018985,PV27    ,2020JJ00,      19,      18,     3.5,2470
1094,2030170,A048710,A018982,PV29    ,2019JJ00,       .,       .,       .,764
1095,2030240,A048709,A018982,PV31    ,2022JJ00,       .,       .,       .,1911
1096,2030190,A048710,A018986,PV20    ,2020JJ00,       .,       .,       .,340
1097,2030170,A048709,A048584,PV23    ,2020JJ00,       .,       .,       .,2288
1098,2030170,A048710,A018982,PV25    ,2021JJ00,       .,       .,       .,1465
1099,2030170,A048709,A048583,PV27    ,2021JJ00,      56,    1271,    26.9,2561
1100,2030240,A048709,T001093,PV25    ,2018JJ00,      70,     578,    74.4,293
1101,2030240,A048709,T001093,PV23    ,2019JJ00,      69,     768,    73.7,661
1102,2030240,A048709,A018981,PV20    ,2022JJ00,       .,       .,       .,2022
1103,2030230,A048709,A018984,PV23    ,2018JJ00,      60,     216,    17.4,1259
1104,2030220,A048710,T001093,PV31    ,2018JJ00,     108,    1706,    40.4,1460
1105,2030240,A048710,A018984,PV26    ,2020JJ00,      15,     216,    26.3,3311
1106,2030220,A048709,A018986,PV28    ,2022JJ00,       3,      38,     1.6,3149
1107,2030200,A048709,A018982,PV21    ,2022JJ00,       .,       .,       .,1226
1108,2030170,A048709,A018982,,2019JJ00,       .,       .,       .,2407
1109,2030220,A048710,A018986,PV25    ,2021JJ00,       .,       .,       .,2180
1110,2030230,A048709,T001093,PV25    ,2022JJ00,     177,    2236,    89.5,38
1111,2030170,A048710,A018982,PV21    ,2022JJ00,       .,       .,       .,1185
1112,2030230,A048710,A048583,PV30    ,2019JJ00,      56,     952,    21.8,2968
1113,2030190,A048709,A018986,PV20    ,2018JJ00,       .,       .,       .,1665
1114,2030200,A048709,A018986,PV31    ,2019JJ00,       .,       .,       .,157
1115,2030190,A048710,A018985,PV24    ,2021JJ00,       .,       .,       .,842
1116,2030170,A048709,A018985,PV24    ,2022JJ00,       .,       .,       .,2546
1117,2030190,A048710,A018985,PV22    ,2021JJ00,       .,       .,       .,1676
1118,2030210,A048709,A048583,PV26    ,2021JJ00,       .,       .,       .,3398
1119,2030190,A048709,A018982,PV29    ,2019JJ00,       .,       .,       .,15
1120,2030250,A048710,A018984,PV28    ,2022JJ00,      26,      56,     5.5,1422
1121,2030190,1630,A018986,PV31    ,2018JJ00,       .,       .,       .,2521
1122,2030250,A048710,A018981,PV29    ,2022JJ00,       .,       .,       .,1541
1123,2030250,A048709,A018982,PV23    ,2018JJ00,       .,       .,       .,1880
1124,2030250,A048709,T001093,PV24    ,2020JJ00,     119,    1321,    40.6,2522
1125,2030200,A048710,A018981,PV25    ,2021JJ00,       .,       .,       .,3414
1126,2030170,A048709,A048583,PV30    ,2019JJ00,     118,    2805,    57.8,278
1127,2820740,A048709,A048584,PV28    ,2021JJ00,       .,       .,       .,2228
1128,2030240,A048709,T001093,PV20    ,2021JJ00,     116,    1065,   121.6,365
1129,2030200,A048710,T001093,PV24    ,2020JJ00,     194,    1343,    48.9,1407
1130,2030200,A048709,A018981,PV20    ,2022JJ00,       .,       .,       .,2307
1131,2030200,A048710,A048584,PV27    ,2020JJ00,      15,     175,     4.8,122
1132,2820740,A048710,A018984,PV21    ,2018JJ00,       .,       .,       .,1441
1133,2030190,A048710,A018986,PV25    ,2022JJ00,       .,       .,       .,872
1134,2030240,A048710,A048584,PV28    ,2022JJ00,       2,      63,     4.0,1446
1135,2030170,A048710,A018984,PV22    ,2019JJ00,      48,     202,    13.7,1639
1136,2030170,A048710,A048584,PV30    ,2019JJ00,       6,     107,     2.6,423
1137,2030220,A048710,A018984,PV25    ,2022JJ00,      24,      91,     8.1,1786
1138,2030190,A048710,A048583,PV27    ,2018JJ00,      11,     136,     3.8,881
1139,2030230,A048709,A018984,PV21    ,2020JJ00,      33,     203,    17.2,2596
1140,2820740,A048709,A018982,PV25    ,2022JJ00,       .,       .,       .,2166
1141,2030240,A048710,A048584,PV30    ,2020JJ00,       .,       .,       .,3419
1142,2030200,A048710,A018985,PV28    ,2019JJ00,      44,      44,     9.8,464
1143,2030200,A048709,A048583,PV29    ,2022JJ00,      94,     811,    22.3,494
1144,2030200,A048709,A018985,PV25    ,2022JJ00,      42,      34,     7.3,2099
1145,2030230,A048709,A018984,PV23    ,2021JJ00,      42,     210,    19.1,260
1146,2030230,A048709,A018985,PV27    ,2018JJ00,      30,      80,    14.2,2159
1147,2820740,A048709,A018985,PV28    ,2022JJ00,       .,       .,       .,565
1148,2030210,A048709,A018982,PV20    ,2019JJ00,       .,       .,       .,1206
1149,2030210,A048709,A048583,PV22    ,2021JJ00,       .,       .,       .,3204
1150,2820740,A048710,A018984,PV27    ,2020JJ00,       .,       .,       .,2772
1151,2030220,A048710,A018985,PV29    ,2020JJ00,       .,       .,       .,1343
1152,2030170,A048710,A048584,PV23    ,2022JJ00,       .,       .,       .,980
1153,2030170,A048709,T001093,PV23    ,2022JJ00,     177,    2967,    73.8,859
1154,2030220,A048710,A048583,PV20    ,2021JJ00,      40,    1171,    21.0,1585
1155,2030250,A048709,A018982,PV26    ,2022JJ00,       .,       .,       .,1872
1156,2030190,A048709,A018981,PV28    ,2018JJ00,       .,       .,       .,2208
1157,2030170,A048709,A018982,PV25    ,2019JJ00,       .,       .,       .,3243
1158,2030220,A048709,A048584,PV21    ,2018JJ00,      20,       .,    15.4,2274
1159,2030220,A048710,A018984,PV27    ,2019JJ00,      21,      83,     6.9,2377
1160,2030230,A048709,A018985,PV31    ,2018JJ00,      31,      83,    15.6,2457
1161,2030170,A048710,A018981,PV23    ,2020JJ00,       .,       .,       .,316
1162,2030200,A048710,A048583,PV30    ,2021JJ00,      88,     578,    19.8,2980
1163,2030220,A048709,A048584,PV25    ,2020JJ00,      15,     565,    10.0,1089
1164,2030170,A048710,A018986,PV24    ,2020JJ00,       .,       .,       .,3385
1165,2030220,A048710,A018982,PV23    ,2020JJ00,       .,       .,       .,881
1166,2030200,A048709,A018986,PV26    ,2020JJ00,       .,       .,       .,2280
1167,2030200,A048709,A018982,PV24    ,2020JJ00,       .,       .,       .,1440
1168,2030200,A048710,A048583,PV30    ,2019JJ00,      84,     643,    19.8,1608
1169,2030170,A048709,A018982,PV31    ,2022JJ00,       .,       .,       .,2136
1170,2030190,A048709,A018982,PV22    ,2019JJ00,       .,       .,       .,449
1171,2030170,A048710,A048583,PV26    ,2022JJ00,      66,    1675,    33.9,1122
1172,2030220,A048709,A018981,PV24    ,2020JJ00,       .,       .,       .,1385
1173,2030190,A048710,A018982,PV29    ,2021JJ00,       .,       .,       .,707
1174,2030220,A048709,A018986,PV22    ,2020JJ00,       .,       .,       .,2313
1175,2030250,A048709,A018984,PV29    ,2018JJ00,       .,       .,       .,368
1176,2030240,A048709,A048584,PV30    ,2018JJ00,       .,       .,       .,1932
1177,2030220,A048710,A048583,PV30    ,2021JJ00,      40,     913,    18.7,2703
1178,2820740,A048710,A018984,PV23    ,2020JJ00,       .,       .,       .,3145
1179,2030210,A048709,A018984,PV21    ,2021JJ00,       .,       .,       .,759
1180,2030230,A048710,A018982,PV22    ,2021JJ00,       .,       .,       .,555
1181,2030170,A048709,A018986,PV24    ,2021JJ00,       .,       .,       .,2698
1182,2030240,A048709,A018986,PV20    ,2022JJ00,       .,       .,       .,2335
1183,2030210,A048709,A048583,PV23    ,2019JJ00,       .,       .,       .,1519
1184,2030240,A048710,A018986,PV27    ,2022JJ00,       .,       .,       .,3187
1185,2030230,A048710,A018986,PV25    ,2019JJ00,       .,       .,       .,1385
1186,2030200,A048709,A048583,PV29    ,2019JJ00,      90,     883,    26.4,338
1187,2030250,A048709,A048584,PV27    ,2019JJ00,       9,     179,     4.5,2290
1188,2030230,A048710,A018981,PV30    ,2022JJ00,       .,       .,       .,566
1189,2030210,A048710,A018984,PV25    ,2022JJ00,      37,     159,    11.5,1897
1190,2030230,A048709,A018985,PV27    ,2019JJ00,      28,      86,    16.6,2798
1191,2820740,A048710,A018981,PV28    ,2020JJ00,       .,       .,       .,690
1192,2030210,A048709,A018985,PV22    ,2022JJ00,       .,       .,       .,2997
1193,2030190,A048710,A018981,PV23    ,2019JJ00,       .,       .,       .,1141
1194,2030230,A048709,A048583,PV26    ,2019JJ00,      53,    1168,    24.7,1566
1195,2030200,A048709,T001093,PV20    ,2021JJ00,     215,    1100,    48.5,774
1196,2030210,A048710,T001093,PV27    ,2018JJ00,      80,     668,    30.9,1930
1197,2030210,A048709,A018981,PV21    ,2022JJ00,       .,       .,       .,1712
1198,2030190,A048709,A018984,PV26    ,2021JJ00,      11,      33,     2.8,1692
1199,2030240,A048709,T001093,PV24    ,2020JJ00,      84,     544,    76.7,964
1200,2030220,A048710,A018984,PV26    ,2020JJ00,      23,      86,     6.9,1029
1201,2030170,A048710,A018986,PV24    ,2022JJ00,       .,       .,       .,2766
1202,2030240,A048709,A048583,PV29    ,2019JJ00,       .,       .,       .,1253
1203,2030170,A048710,A048584,PV26    ,2019JJ00,       .,       .,       .,1032
1204,2030200,A048710,A018986,PV21    ,2019JJ00,       .,       .,       .,2806
1205,2030250,A048709,A048584,PV27    ,2018JJ00,       9,     183,     4.3,1421
1206,2030210,A048710,A018982,PV24    ,2018JJ00,       .,       .,       .,3352
1207,2030240,A048709,A048583,PV29    ,2018JJ00,       .,       .,       .,138
1208,2030240,A048710,A018982,PV24    ,2021JJ00,       .,       .,       .,2414
1209,2030240,A048710,A018981,PV30    ,2021JJ00,       .,       .,       .,1275
1210,2030200,A048710,A018985,PV27    ,2020JJ00,      54,      48,    10.6,2690
1211,2030230,A048709,A018985,PV26    ,2021JJ00,      29,     100,    18.5,955
1212,2030210,A048710,A018985,PV25    ,2019JJ00,       9,      10,     1.1,2639
1213,2030250,A048710,A048583,PV21    ,2022JJ00,      56,     761,    17.7,1453
1214,2030240,A048710,T001093,PV23    ,2022JJ00,     114,     812,   103.1,2222
1215,2030190,A048710,A018981,PV30    ,2022JJ00,       .,       .,       .,2961
1216,2030250,A048710,A018985,PV28    ,2018JJ00,      18,      16,     3.2,1351
1217,2030240,A048710,A048584,PV25    ,2019JJ00,       .,       .,       .,2591
1218,2030250,A048709,A018982,PV29    ,2022JJ00,       .,       .,       .,948
1219,2030170,A048710,A018981,PV29    ,2021JJ00,       .,       .,       .,2986
1220,2030200,A048710,A048583,PV24    ,2018JJ00,      73,     683,    19.8,2922
1221,2030240,A048710,T001093,PV21    ,2021JJ00,     121,    1175,   118.1,3407
1222,2030200,A048709,A018985,PV23    ,2020JJ00,      28,      21,     5.0,2869
1223,2030190,A048709,A018986,PV29    ,2022JJ00,       .,       .,       .,1467
1224,2030170,A048709,A048584,PV23    ,2022JJ00,       .,       .,       .,2254
1225,2820740,A048710,A018985,PV24    ,2020JJ00,       .,       .,       .,2871
1226,2030230,A048710,A018982,PV22    ,2022JJ00,       .,       .,       .,466
1227,2030220,A048709,A018982,PV26    ,2018JJ00,       .,       .,       .,2213
1228,2030200,A048709,A018984,PV24    ,2018JJ00,      51,     130,    12.7,1281
1229,2820740,A048710,T001093,PV21    ,2022JJ00,      40,     937,,853
1230,2030190,A048709,A018982,PV29    ,2020JJ00,       .,       .,       .,231
1231,2030170,A048710,A018984,PV22    ,2022JJ00,      37,     178,    11.0,34
1232,2030200,A048710,A018985,PV31    ,2019JJ00,      25,      25,     6.1,1353
1233,2030210,A048710,A018985,PV22    ,2021JJ00,       .,       .,       .,3503
1234,2030230,A048710,A018985,PV30    ,2022JJ00,      31,      73,    16.1,1948
1235,2030200,A048710,A018982,PV21    ,2021JJ00,       .,       .,       .,2066
1236,2030170,A048710,A048584,PV21    ,2021JJ00,       .,       .,       .,1759
1237,2030250,A048710,A048584,PV31    ,2020JJ00,       9,       .,       .,2541
1238,2030200,A048709,A048583,PV25    ,2019JJ00,      92,     640,    20.7,927
1239,2030190,A048710,A018986,PV30    ,2018JJ00,       .,       .,       .,1171
1240,2030170,A048709,A018981,PV24    ,2019JJ00,       .,       .,       .,629
1241,2030250,A048710,A048584,PV24    ,2021JJ00,       .,       .,       .,135
1242,2030230,A048709,T001093,PV22    ,2019JJ00,     172,    2637,    75.6,102
1243,2030250,A048710,A018985,PV22    ,2021JJ00,       .,       .,       .,989
1244,2030220,A048709,T001093,PV27    ,2020JJ00,      71,    1330,    35.1,524
1245,2030240,A048709,A018984,PV25    ,2019JJ00,      11,     220,    24.3,1363
1246,2030220,A048710,A018982,PV30    ,2020JJ00,       .,       .,       .,3433
1247,2030170,A048710,A018985,PV26    ,2020JJ00,       5,      11,     0.8,1879
1248,2030220,A048710,A018985,PV20    ,2018JJ00,       .,       .,       .,339
1249,2030220,A048709,A048584,PV29    ,2021JJ00,       .,       .,       .,3231
